x_m,y_m,time_mean_s,time_sd_s,time_ci_lower_s,time_ci_upper_s,time_prior_dominance,asymmetry_mean_ms,asymmetry_sd_ms,asymmetry_ci_lower_ms,asymmetry_ci_upper_ms,asymmetry_prior_dominance
3.05,0.3355,0.37514078,0.0175387624,0.340765437,0.409516123,0.10727041,-7.21309724,14.2908187,-35.2225872,20.7963928,0.183955575
3.09066667,0.3355,0.375546443,0.0173251573,0.341589758,0.409503127,0.104461934,-7.91942832,14.1419723,-35.6371848,19.7983281,0.179678585
3.13133333,0.3355,0.375895034,0.0171657958,0.342250693,0.409539376,0.101900837,-8.65615936,13.9940488,-36.083991,18.7716723,0.175213702
3.172,0.3355,0.376183389,0.0170976521,0.342672607,0.409694172,0.0997898083,-9.42392993,13.8615107,-36.5919916,17.7441318,0.170738658
3.21266667,0.3355,0.376408344,0.0171639306,0.342767658,0.41004903,0.0983510994,-10.2233796,13.7625355,-37.1974535,16.7506943,0.166468035
3.25333333,0.3355,0.376566733,0.0174119686,0.342439902,0.410693564,0.0978089618,-11.0551479,13.7191737,-37.9442342,15.8339385,0.162648345
3.294,0.3355,0.376655392,0.0178895889,0.341592442,0.411718342,0.0983646976,-11.9198744,13.7570825,-38.8832605,15.0435118,0.159546855
3.33466667,0.3355,0.376671156,0.0186404516,0.340136542,0.41320577,0.10016909,-12.8181986,13.9046365,-40.0707853,14.4343881,0.157432966
3.37533333,0.3355,0.376610861,0.019699688,0.338000182,0.415221539,0.103300488,-13.7507602,14.1913131,-41.5652227,14.0637023,0.156552781
3.416,0.3355,0.376471341,0.0210912811,0.33513319,0.417809492,0.107756358,-14.7181986,14.6454816,-43.4228152,13.9864179,0.157100546
3.45666667,0.3355,0.376249432,0.0228279531,0.331507467,0.420991398,0.113460755,-15.7211535,15.2920304,-45.6929824,14.2506753,0.159193638
3.49733333,0.3355,0.375941971,0.024913186,0.327113023,0.424770918,0.120283407,-16.7602644,16.1504599,-48.4145841,14.8940553,0.162858527
3.538,0.3355,0.37554579,0.0273442636,0.321952019,0.429139562,0.128062709,-17.8361708,17.2339757,-51.6141424,15.9418008,0.16803212
3.57866667,0.3355,0.375057728,0.0301152377,0.316032946,0.434082509,0.136626095,-18.9495124,18.5497376,-55.3063299,17.4073052,0.174577413
3.61933333,0.3355,0.374474617,0.0332191981,0.309366185,0.439583049,0.145804741,-20.1009286,20.0999951,-59.4961951,19.2943379,0.182307609
3.66,0.3355,0.373793294,0.0366497151,0.301961173,0.445625416,0.155442432,-21.291059,21.8836199,-64.1821659,21.6000479,0.191011554
-3.66,0.366,0.419691762,0.0248005409,0.371083595,0.468299929,0.107110677,22.1131648,21.2734377,-19.5820069,63.8083365,0.189191749
-3.61933333,0.366,0.418041439,0.023041956,0.372880036,0.463202843,0.102981417,20.9594016,19.5378293,-17.3340402,59.2528434,0.180547968
-3.57866667,0.366,0.416365748,0.0216966659,0.373841064,0.458890432,0.100226628,19.841983,18.0265248,-15.4893564,55.1733223,0.172844085
-3.538,0.366,0.414666658,0.0207471162,0.374003057,0.455330258,0.0989336847,18.76031,16.7404603,-14.0503893,51.5710093,0.166284899
-3.49733333,0.366,0.412946139,0.0201592886,0.373434659,0.452457618,0.0990992801,17.7137837,15.6774387,-13.0134315,48.440999,0.161052478
-3.45666667,0.366,0.411206161,0.0198843854,0.372233481,0.45017884,0.100623697,16.7018051,14.830692,-12.365817,45.7694272,0.157281871
-3.416,0.366,0.409448694,0.0198640481,0.370515875,0.448381513,0.103325954,15.7237752,14.1877917,-12.0837856,43.531336,0.155037782
-3.37533333,0.366,0.407675709,0.0200371559,0.368403605,0.446947813,0.106973186,14.7790951,13.7303652,-12.1319262,41.6901163,0.154298983
-3.33466667,0.366,0.405889176,0.0203458601,0.366012023,0.445766329,0.111312789,13.8671656,13.4348839,-12.4647229,40.1990542,0.154956159
-3.294,0.366,0.404091064,0.0207394774,0.363442435,0.444739693,0.116098346,12.987388,13.2744076,-13.0299728,39.0047487,0.156824552
-3.25333333,0.366,0.402283344,0.0211761193,0.360778913,0.443787775,0.121106019,12.1391631,13.2208046,-13.7731379,38.051464,0.159667522
-3.21266667,0.366,0.400467986,0.021622677,0.358088318,0.442847654,0.126142458,11.321892,13.2468612,-14.6414789,37.2852629,0.163224041
-3.172,0.366,0.39864696,0.0220539062,0.355422098,0.441871822,0.131046901,10.5349758,13.3278548,-15.5871395,36.6570911,0.167233608
-3.13133333,0.366,0.396822236,0.0224511795,0.352818732,0.440825739,0.135690007,9.77781539,13.4424487,-16.5689,36.1245308,0.171454806
-3.09066667,0.366,0.394995784,0.0228012336,0.350306187,0.439685381,0.13997115,9.04981186,13.5729888,-17.5527573,35.6523811,0.175676665
-3.05,0.366,0.393169574,0.0230950628,0.347904083,0.438435066,0.143815177,8.35036623,13.705383,-18.5116908,35.2124233,0.179723868
-3.00933333,0.366,0.391345577,0.0233270043,0.345625489,0.437065665,0.14716914,7.67887951,13.8287496,-19.4249717,34.7827307,0.183457521
-2.96866667,0.366,0.389525762,0.0234940087,0.343478351,0.435573173,0.149999214,7.03475271,13.934972,-20.2772905,34.3467959,0.186773141
-2.928,0.366,0.3877121,0.0235950702,0.341466613,0.433957588,0.152287871,6.41738687,14.0182461,-21.0578706,33.8926444,0.18959714
-2.88733333,0.366,0.385906561,0.0236307849,0.339591074,0.432222048,0.15403135,5.82618301,14.0746669,-21.7596572,33.4120232,0.191882671
-2.84666667,0.366,0.384111114,0.0236030105,0.337850064,0.430372165,0.155237386,5.26054213,14.1018705,-22.3786161,32.8997004,0.193605401
-2.806,0.366,0.382327731,0.0235146011,0.336239959,0.428415502,0.155923207,4.71986527,14.0987355,-22.9131485,32.352879,0.194759498
-2.76533333,0.366,0.38055838,0.0233692009,0.334755588,0.426361172,0.156113779,4.20355345,14.0651375,-23.3636095,31.7707164,0.195354032
-2.72466667,0.366,0.378805032,0.0231710802,0.33339055,0.424219515,0.155840262,3.71100768,14.0017502,-23.7319184,31.1539338,0.195409828
-2.684,0.366,0.377069658,0.0229250023,0.332137479,0.422001837,0.15513868,3.24162898,13.9098831,-24.0212409,30.5044988,0.194956781
-2.64333333,0.366,0.375354227,0.0226361132,0.33098826,0.419720194,0.154048763,2.79481839,13.7913493,-24.2357295,29.8253663,0.194031618
-2.60266667,0.366,0.373660709,0.0223098456,0.329934215,0.417387203,0.15261294,2.36997691,13.6483561,-24.3803094,29.1202632,0.192676034
-2.562,0.366,0.371991075,0.0219518328,0.328966273,0.415015877,0.150875455,1.96650557,13.4834125,-24.4604973,28.3935085,0.190935164
-2.52133333,0.366,0.370347295,0.0215678267,0.328075131,0.412619458,0.148881573,1.58380539,13.2992496,-24.4822448,27.6498556,0.188856309
-2.48066667,0.366,0.368731338,0.0211636168,0.327251411,0.410211264,0.146676844,1.22127738,13.0987493,-24.4517995,26.8943543,0.186487866
-2.44,0.366,0.367145175,0.0207449475,0.326485825,0.407804524,0.144306399,0.878322582,12.8848792,-24.3755766,26.1322218,0.183878409
-2.39933333,0.366,0.365590775,0.0203174299,0.325769345,0.405412206,0.141814255,0.554342001,12.6606308,-24.2600384,25.3687224,0.181075858
-2.35866667,0.366,0.36407011,0.019886449,0.325093387,0.403046834,0.139242606,0.248736662,12.4289595,-24.1115763,24.6090496,0.178126714
-2.318,0.366,0.362585149,0.0194570641,0.324450004,0.400720294,0.136631089,-0.039092415,12.1927258,-23.9363959,23.8582111,0.175075321
-2.27733333,0.366,0.361137863,0.0190339048,0.323832095,0.39844363,0.134016027,-0.309744209,11.9546371,-23.7404024,23.120914,0.171963147
-2.23666667,0.366,0.35973022,0.0186210645,0.323233604,0.396226836,0.131429661,-0.563817699,11.7171903,-23.5290887,22.4014533,0.168828066
-2.196,0.366,0.358364192,0.0182219961,0.322649736,0.394078648,0.128899398,-0.801911864,11.4826177,-23.307429,21.7036053,0.165703674
-2.15533333,0.366,0.357041748,0.0178394159,0.322077136,0.392006361,0.126447111,-1.02462568,11.2528368,-23.0797805,21.0305292,0.162618649
-2.11466667,0.366,0.355764859,0.0174752231,0.321514052,0.390015667,0.124088549,-1.23255814,11.029408,-22.8498005,20.3846842,0.159596201
-2.074,0.366,0.354535495,0.0171304421,0.320960446,0.388110545,0.121832913,-1.42630821,10.813503,-22.6203847,19.7677682,0.156653662
-2.03333333,0.366,0.353355626,0.0168051982,0.320418043,0.386293209,0.119682667,-1.60647487,10.6058886,-22.3936346,19.1806849,0.153802281
-1.99266667,0.366,0.352227221,0.0164987311,0.319890303,0.38456414,0.117633629,-1.7736571,10.4069286,-22.1708624,18.6235482,0.151047273
-1.952,0.366,0.351152252,0.0162094543,0.319382305,0.382922199,0.115675398,-1.92845388,10.2166088,-21.9526391,18.0957313,0.148388194
-1.91133333,0.366,0.350132688,0.0159350632,0.318900538,0.381364838,0.113792147,-2.0714642,10.0345878,-21.7388949,17.5959665,0.145819696
-1.87066667,0.366,0.349170499,0.0156726931,0.318452585,0.379888413,0.111963784,-2.20328702,9.86027708,-21.529075,17.1225009,0.143332692
-1.83,0.366,0.348267655,0.0154191275,0.31804672,0.378488589,0.110167495,-2.32452134,9.69295103,-21.3223563,16.6733136,0.14091598
-1.78933333,0.366,0.347425188,0.0151715352,0.317689525,0.37716085,0.108383573,-2.43573293,9.53213025,-21.1183649,16.2468991,0.138562626
-1.74866667,0.366,0.346640376,0.0149293716,0.317379345,0.375901406,0.106610512,-2.5373548,9.37852237,-20.9189209,15.8442113,0.136285945
-1.708,0.366,0.345909557,0.0146933282,0.317111163,0.374707951,0.104855879,-2.62978679,9.23343439,-20.7269857,15.4674121,0.134108361
-1.66733333,0.366,0.345229071,0.0144647448,0.316878692,0.37357945,0.103131593,-2.7134287,9.09843387,-20.5460314,15.119174,0.13205564
-1.62666667,0.366,0.344595256,0.0142454357,0.316674715,0.372515797,0.101452641,-2.78868035,8.97521968,-20.3797877,14.802427,0.130154984
-1.586,0.366,0.344004452,0.0140375148,0.316491429,0.371517476,0.0998357953,-2.85594156,8.86549227,-20.2319871,14.520104,0.128433111
-1.54533333,0.366,0.343452998,0.0138432215,0.316320783,0.370585214,0.0982983312,-2.91561215,8.77082617,-20.1061156,14.2748912,0.126914386
-1.50466667,0.366,0.342937233,0.0136647496,0.316154816,0.36971965,0.0968567643,-2.96809195,8.69254924,-20.0051754,14.0689915,0.125619045
-1.464,0.366,0.342453496,0.0135040802,0.315985985,0.368921007,0.0955256385,-3.01378076,8.63163476,-19.931474,13.9039125,0.124561631
-1.42333333,0.366,0.341998126,0.0133628272,0.315807466,0.368188786,0.0943164043,-3.05307841,8.58861279,-19.8864502,13.7802933,0.123749709
-1.38266667,0.366,0.341567462,0.0132420985,0.315613426,0.367521498,0.093236435,-3.08638472,8.56350715,-19.8705503,13.6977809,0.123182965
-1.342,0.366,0.341157843,0.0131423829,0.315399245,0.36691644,0.0922882346,-3.1140995,8.55580314,-19.8831655,13.6549665,0.122852757
-1.30133333,0.366,0.340765608,0.0130634681,0.315161681,0.366369535,0.0914688863,-3.13662257,8.56444821,-19.9226326,13.6493875,0.122742134
-1.26066667,0.366,0.340387096,0.0130043953,0.31489895,0.365875243,0.0907697797,-3.15435376,8.58788536,-19.9862998,13.6775923,0.122826322
-1.22,0.366,0.340018647,0.0129634555,0.314610741,0.365426553,0.090176636,-3.16769288,8.62411585,-20.0706493,13.7352636,0.123073618
-1.17933333,0.366,0.339656599,0.0129382242,0.314298145,0.365015052,0.0896698284,-3.17703974,8.67078589,-20.1714678,13.8173883,0.123446623
-1.13866667,0.366,0.339297291,0.0129256343,0.313963513,0.364631069,0.0892249737,-3.18279418,8.72529099,-20.2840503,13.9184619,0.123903701
-1.098,0.366,0.338937063,0.0129220802,0.313610251,0.364263875,0.0888137566,-3.185356,8.78489184,-20.4034276,14.0327156,0.124400612
-1.05733333,0.366,0.338572253,0.0129235472,0.313242566,0.36390194,0.0884049383,-3.18512503,8.84683698,-20.5246069,14.1543568,0.124892218
-1.01666667,0.366,0.338199201,0.0129257586,0.31286518,0.363533223,0.0879655049,-3.18250108,8.90848929,-20.6428192,14.2778171,0.125334262
-0.976,0.366,0.337814246,0.0129243376,0.31248301,0.363145482,0.087461918,-3.17788397,8.96745563,-20.753774,14.3980061,0.125685189
-0.935333333,0.366,0.337413726,0.0129149781,0.312100834,0.362726618,0.0868614477,-3.17167353,9.02172087,-20.8539215,14.5105745,0.12590804
-0.894666667,0.366,0.336993981,0.0128936281,0.311722935,0.362265028,0.0861335828,-3.16426957,9.06978945,-20.9407302,14.6121911,0.125972458
-0.854,0.366,0.33655135,0.0128566863,0.311352708,0.361749992,0.0852515316,-3.15607191,9.11083844,-21.0129871,14.7008433,0.125856842
-0.813333333,0.366,0.336082172,0.0128012213,0.310992239,0.361172105,0.0841938415,-3.14748036,9.1448869,-21.0711293,14.7761686,0.125550684
-0.772666667,0.366,0.335582786,0.0127252224,0.310641808,0.360523763,0.0829461735,-3.13889476,9.17298538,-21.1176157,14.8398262,0.125057094
-0.732,0.366,0.335049531,0.0126278969,0.310299307,0.359799754,0.0815032769,-3.1307149,9.19742738,-21.1573413,14.8959115,0.124395442
-0.691333333,0.366,0.334478745,0.01251003,0.309959537,0.358997954,0.0798711997,-3.12334063,9.22198005,-21.1980894,14.9514081,0.123603993
-0.650666667,0.366,0.333866769,0.0123744251,0.309613342,0.358120197,0.0780697542,-3.11717174,9.25212335,-21.2510003,15.0166568,0.122742233
-0.61,0.366,0.333209942,0.0122264383,0.309246563,0.35717332,0.0761352064,-3.11260807,9.29527486,-21.331012,15.1057959,0.121892453
-0.569333333,0.366,0.332504601,0.0120746106,0.308838799,0.356170403,0.0741230563,-3.11004943,9.36096026,-21.4571944,15.2370955,0.121159923
-0.528666667,0.366,0.331747087,0.0119313712,0.308362029,0.355132145,0.0721105917,-3.10989563,9.46087159,-21.6528632,15.4330719,0.120670864
-0.488,0.366,0.330933738,0.0118137331,0.307779247,0.354088229,0.0701985892,-3.11254651,9.6087413,-21.9453334,15.7202404,0.120567376
-0.447333333,0.366,0.330060894,0.0117438126,0.307043444,0.353078344,0.0685111,-3.11840187,9.81996476,-22.3651791,16.1283754,0.120998802
-0.406666667,0.366,0.329124893,0.0117488953,0.306097481,0.352152305,0.0671918174,-3.12786154,10.1109392,-22.9449383,16.6892152,0.12210971
-0.366,0.366,0.328122075,0.0118606869,0.304875555,0.351368594,0.0663954114,-3.14132533,10.4981608,-23.7173423,17.4346916,0.124025826
-0.325333333,0.366,0.327048778,0.0121134528,0.303306847,0.350790709,0.0662730506,-3.15919306,10.9972122,-24.7133329,18.3949468,0.126840379
-0.284666667,0.366,0.325901342,0.0125410757,0.301321285,0.350481399,0.0669535553,-3.18186456,11.6218439,-25.96026,19.5965309,0.13060386
-0.244,0.366,0.324676106,0.0131736221,0.298856281,0.350495931,0.0685246562,-3.20973964,12.3833445,-27.4806489,21.0611696,0.135319598
-0.203333333,0.366,0.323369408,0.0140344695,0.295862354,0.350876463,0.071020561,-3.24321811,13.2903154,-29.2917576,22.8053213,0.14094593
-0.162666667,0.366,0.321977589,0.0151389629,0.292305767,0.351649411,0.0744203009,-3.2826998,14.3488331,-31.4058959,24.8404963,0.14740387
-0.122,0.366,0.320496986,0.0164948789,0.288167618,0.352826355,0.0786566736,-3.32858453,15.5628855,-33.8312796,27.1741105,0.154587914
-0.0813333333,0.366,0.31892394,0.0181041847,0.28344039,0.35440749,0.0836313463,-3.38127212,16.9349266,-36.5731184,29.8105741,0.162377493
-0.0406666667,0.366,0.317254788,0.0199652316,0.278123653,0.356385923,0.0892306116,-3.44116238,18.4664215,-39.6346834,32.7523587,0.170647149
0,0.366,0.318994526,0.0207377268,0.278349328,0.359639723,0.102456639,0,0,0,0,0
0.0406666667,0.366,0.324137113,0.031571304,0.262258494,0.386015732,0.141101632,3.44116238,18.4664215,-32.7523587,39.6346834,0.170647149
0.0813333333,0.366,0.325686484,0.0289654671,0.268915212,0.382457756,0.13380448,3.38127212,16.9349266,-29.8105741,36.5731184,0.162377493
0.122,0.366,0.327154155,0.0266110347,0.274997486,0.379310825,0.12689608,3.32858453,15.5628855,-27.1741105,33.8312796,0.154587914
0.162666667,0.366,0.328542988,0.0245043598,0.280515326,0.376570651,0.120458835,3.2826998,14.3488331,-24.8404963,31.4058959,0.14740387
0.203333333,0.366,0.329855845,0.0226405882,0.285481107,0.374230582,0.11457129,3.24321811,13.2903154,-22.8053213,29.2917576,0.14094593
0.244,0.366,0.331095585,0.021013027,0.289910809,0.372280361,0.109302548,3.20973964,12.3833445,-21.0611696,27.4806489,0.135319598
0.284666667,0.366,0.332265071,0.0196124732,0.29382533,0.370704812,0.104705915,3.18186456,11.6218439,-19.5965309,25.96026,0.13060386
0.325333333,0.366,0.333367164,0.018426624,0.297251645,0.369482683,0.100812593,3.15919306,10.9972122,-18.3949468,24.7133329,0.126840379
0.366,0.366,0.334404725,0.0174397359,0.300223471,0.368585979,0.0976265919,3.14132533,10.4981608,-17.4346916,23.7173423,0.124025826
0.406666667,0.366,0.335380616,0.0166326884,0.302781146,0.367980086,0.0951221824,3.12786154,10.1109392,-16.6892152,22.9449383,0.12210971
0.447333333,0.366,0.336297697,0.0159835349,0.304970545,0.36762485,0.0932448083,3.11840187,9.81996476,-16.1283754,22.3651791,0.120998802
0.488,0.366,0.337158831,0.0154684924,0.306841143,0.367476519,0.0919155982,3.11254651,9.6087413,-15.7202404,21.9453334,0.120567376
0.528666667,0.366,0.337966878,0.0150631975,0.308443554,0.367490203,0.0910386631,3.10989563,9.46087159,-15.4330719,21.6528632,0.120670864
0.569333333,0.366,0.3387247,0.0147439887,0.309827013,0.367622387,0.0905097103,3.11004943,9.36096026,-15.2370955,21.4571944,0.121159923
0.61,0.366,0.339435158,0.0144889998,0.31103724,0.367833076,0.0902243949,3.11260807,9.29527486,-15.1057959,21.331012,0.121892453
0.650666667,0.366,0.340101113,0.0142789344,0.312114916,0.36808731,0.0900852277,3.11717174,9.25212335,-15.0166568,21.2510003,0.122742233
0.691333333,0.366,0.340725427,0.0140974924,0.313094849,0.368356004,0.0900064694,3.12334063,9.22198005,-14.9514081,21.1980894,0.123603993
0.732,0.366,0.34131096,0.013931496,0.31400573,0.368616191,0.0899169979,3.1307149,9.19742738,-14.8959115,21.1573413,0.124395442
0.772666667,0.366,0.341860575,0.013770795,0.314870313,0.368850837,0.0897614764,3.13889476,9.17298538,-14.8398262,21.1176157,0.125057094
0.813333333,0.366,0.342377133,0.0136080374,0.315705869,0.369048396,0.0895002843,3.14748036,9.1448869,-14.7761686,21.0711293,0.125550684
0.854,0.366,0.342863494,0.0134383742,0.316524765,0.369202223,0.0891086519,3.15607191,9.11083844,-14.7008433,21.0129871,0.125856842
0.894666667,0.366,0.34332252,0.0132591448,0.317335074,0.369309967,0.0885753524,3.16426957,9.06978945,-14.6121911,20.9407302,0.125972458
0.935333333,0.366,0.343757073,0.0130695731,0.318141181,0.369372966,0.0879011977,3.17167353,9.02172087,-14.5105745,20.8539215,0.12590804
0.976,0.366,0.344170014,0.0128704852,0.318944326,0.369395701,0.087097487,3.17788397,8.96745563,-14.3980061,20.753774,0.125685189
1.01666667,0.366,0.344564203,0.0126640528,0.319743116,0.369385291,0.0861844807,3.18250108,8.90848929,-14.2778171,20.6428192,0.125334262
1.05733333,0.366,0.344942503,0.0124535566,0.320533981,0.369351026,0.0851899161,3.18512503,8.84683698,-14.1543568,20.5246069,0.124892218
1.098,0.366,0.345307775,0.0122431631,0.321311616,0.369303934,0.0841475435,3.185356,8.78489184,-14.0327156,20.4034276,0.124400612
1.13866667,0.366,0.345662879,0.012037704,0.322069413,0.369256346,0.0830956375,3.18279418,8.72529099,-13.9184619,20.2840503,0.123903701
1.17933333,0.366,0.346010678,0.0118424484,0.322799906,0.36922145,0.08207543,3.17703974,8.67078589,-13.8173883,20.1714678,0.123446623
1.22,0.366,0.346354032,0.0116628619,0.323495243,0.369212822,0.081129422,3.16769288,8.62411585,-13.7352636,20.0706493,0.123073618
1.26066667,0.366,0.346695804,0.0115043476,0.324147697,0.369243911,0.0802995505,3.15435376,8.58788536,-13.6775923,19.9862998,0.122826322
1.30133333,0.366,0.347038853,0.0113719732,0.324750195,0.369327511,0.0796252354,3.13662257,8.56444821,-13.6493875,19.9226326,0.122742134
1.342,0.366,0.347386042,0.0112701944,0.325296867,0.369475217,0.0791413819,3.1140995,8.55580314,-13.6549665,19.8831655,0.122852757
1.38266667,0.366,0.347740231,0.0112025954,0.325783548,0.369696915,0.0788764758,3.08638472,8.56350715,-13.6977809,19.8705503,0.123182965
1.42333333,0.366,0.348104283,0.0111716688,0.326208214,0.370000351,0.078850951,3.05307841,8.58861279,-13.7802933,19.8864502,0.123749709
1.464,0.366,0.348481058,0.0111786636,0.32657128,0.370390836,0.0790760244,3.01378076,8.63163476,-13.9039125,19.931474,0.124561631
1.50466667,0.366,0.348873417,0.0112235216,0.326875719,0.370871115,0.0795531587,2.96809195,8.69254924,-14.0689915,20.0051754,0.125619045
1.54533333,0.366,0.349284223,0.0113049131,0.327127,0.371441445,0.0802742404,2.91561215,8.77082617,-14.2748912,20.1061156,0.126914386
1.586,0.366,0.349716336,0.011420368,0.327332826,0.372099846,0.0812224629,2.85594156,8.86549227,-14.520104,20.2319871,0.128433111
1.62666667,0.366,0.350172617,0.0115664884,0.327502716,0.372842518,0.0823738084,2.78868035,8.97521968,-14.802427,20.3797877,0.130154984
1.66733333,0.366,0.350655928,0.0117392167,0.327647486,0.37366437,0.0836989613,2.7134287,9.09843387,-15.119174,20.5460314,0.13205564
1.708,0.366,0.35116913,0.0119341338,0.327778658,0.374559603,0.0851654624,2.62978679,9.23343439,-15.4674121,20.7269857,0.134108361
1.74866667,0.366,0.351715085,0.0121467645,0.327907864,0.375522306,0.086739939,2.5373548,9.37852237,-15.8442113,20.9189209,0.136285945
1.78933333,0.366,0.352296654,0.0123728746,0.328046265,0.376547042,0.0883902878,2.43573293,9.53213025,-16.2468991,21.1183649,0.138562626
1.83,0.366,0.352916697,0.0126087505,0.328204001,0.377629394,0.0900877465,2.32452134,9.69295103,-16.6733136,21.3223563,0.14091598
1.87066667,0.366,0.353577073,0.0128518808,0.328387849,0.378766296,0.0918122494,2.20328702,9.86027708,-17.1225009,21.529075,0.143332692
1.91133333,0.366,0.354275616,0.0131021923,0.328595791,0.379955441,0.0935626404,2.0714642,10.0345878,-17.5959665,21.7388949,0.145819696
1.952,0.366,0.35500916,0.0133603157,0.328823422,0.381194897,0.0953431132,1.92845388,10.2166088,-18.0957313,21.9526391,0.148388194
1.99266667,0.366,0.355774536,0.013626847,0.329066406,0.382482665,0.0971574995,1.7736571,10.4069286,-18.6235482,22.1708624,0.151047273
2.03333333,0.366,0.356568576,0.0139021273,0.329320907,0.383816244,0.0990076788,1.60647487,10.6058886,-19.1806849,22.3936346,0.153802281
2.074,0.366,0.357388112,0.014186082,0.329583902,0.385192321,0.100892416,1.42630821,10.813503,-19.7677682,22.6203847,0.156653662
2.11466667,0.366,0.358229976,0.0144781131,0.329853396,0.386606556,0.102806587,1.23255814,11.029408,-20.3846842,22.8498005,0.159596201
2.15533333,0.366,0.359091,0.0147770386,0.330128536,0.388053463,0.104740752,1.02462568,11.2528368,-21.0305292,23.0797805,0.162618649
2.196,0.366,0.359968016,0.015081074,0.330409654,0.389526378,0.106681033,0.801911864,11.4826177,-21.7036053,23.307429,0.165703674
2.23666667,0.366,0.360857855,0.0153878473,0.330698229,0.391017482,0.108609234,0.563817699,11.7171903,-22.4014533,23.5290887,0.168828066
2.27733333,0.366,0.361757351,0.0156944416,0.330996811,0.392517891,0.110503164,0.309744209,11.9546371,-23.120914,23.7404024,0.171963147
2.318,0.366,0.362663334,0.0159974586,0.331308891,0.394017777,0.112337102,0.039092415,12.1927258,-23.8582111,23.9363959,0.175075321
2.35866667,0.366,0.363572637,0.0162930966,0.331638754,0.395506519,0.11408237,-0.248736662,12.4289595,-24.6090496,24.1115763,0.178126714
2.39933333,0.366,0.364482091,0.0165772381,0.331991302,0.396972881,0.115707975,-0.554342001,12.6606308,-25.3687224,24.2600384,0.181075858
2.44,0.366,0.365388529,0.0168455444,0.332371869,0.39840519,0.117181297,-0.878322582,12.8848792,-26.1322218,24.3755766,0.183878409
2.48066667,0.366,0.366288783,0.0170935549,0.332786031,0.399791535,0.118468819,-1.22127738,13.0987493,-26.8943543,24.4517995,0.186487866
2.52133333,0.366,0.367179684,0.0173167898,0.333239399,0.401119968,0.119536889,-1.58380539,13.2992496,-27.6498556,24.4822448,0.188856309
2.562,0.366,0.368058064,0.0175108593,0.33373741,0.402378718,0.120352541,-1.96650557,13.4834125,-28.3935085,24.4604973,0.190935164
2.60266667,0.366,0.368920755,0.0176715803,0.334285095,0.403556416,0.120884378,-2.36997691,13.6483561,-29.1202632,24.3803094,0.192676034
2.64333333,0.366,0.36976459,0.0177951056,0.334886824,0.404642356,0.121103565,-2.79481839,13.7913493,-29.8253663,24.2357295,0.194031618
2.684,0.366,0.3705864,0.0178780719,0.335546023,0.405626777,0.12098496,-3.24162898,13.9098831,-30.5044988,24.0212409,0.194956781
2.72466667,0.366,0.371383017,0.0179177738,0.336264826,0.406501208,0.120508433,-3.71100768,14.0017502,-31.1539338,23.7319184,0.195409828
2.76533333,0.366,0.372151273,0.0179123748,0.337043664,0.407258883,0.119660425,-4.20355345,14.0651375,-31.7707164,23.3636095,0.195354032
2.806,0.366,0.372888,0.0178611679,0.337880754,0.407895246,0.1184358,-4.71986527,14.0987355,-32.352879,22.9131485,0.194759498
2.84666667,0.366,0.37359003,0.0177649027,0.338771461,0.4084086,0.116840055,-5.26054213,14.1018705,-32.8997004,22.3786161,0.193605401
2.88733333,0.366,0.374254195,0.0176261967,0.339707484,0.408800906,0.114891947,-5.82618301,14.0746669,-33.4120232,21.7596572,0.191882671
2.928,0.366,0.374877327,0.0174500525,0.340675852,0.409078801,0.11262655,-6.41738687,14.0182461,-33.8926444,21.0578706,0.18959714
2.96866667,0.366,0.375456257,0.017244499,0.34165766,0.409254854,0.110098763,-7.03475271,13.934972,-34.3467959,20.2772905,0.186773141
3.00933333,0.366,0.375987818,0.0170213639,0.342626558,0.409349078,0.107387106,-7.67887951,13.8287496,-34.7827307,19.4249717,0.183457521
3.05,0.366,0.376468842,0.0167971565,0.34354702,0.409390664,0.104597508,-8.35036623,13.705383,-35.2124233,18.5116908,0.179723868
3.09066667,0.366,0.37689616,0.0165939848,0.344372548,0.409419773,0.10186638,-9.04981186,13.5729888,-35.6523811,17.5527573,0.175676665
3.13133333,0.366,0.377266605,0.0164403302,0.34504415,0.40948906,0.0993617512,-9.77781539,13.4424487,-36.1245308,16.5689,0.171454806
3.172,0.366,0.377577008,0.0163713694,0.345489714,0.409664302,0.0972805993,-10.5349758,13.3278548,-36.6570911,15.5871395,0.167233608
3.21266667,0.366,0.377824202,0.0164284002,0.345625129,0.410023274,0.0958400653,-11.321892,13.2468612,-37.2852629,14.6414789,0.163224041
3.25333333,0.366,0.378005018,0.0166569208,0.345358053,0.410651983,0.0952607669,-12.1391631,13.2208046,-38.051464,13.7731379,0.159667522
3.294,0.366,0.378116288,0.0171031972,0.344594637,0.411637939,0.0957426689,-12.987388,13.2744076,-39.0047487,13.0299728,0.156824552
3.33466667,0.366,0.378154844,0.0178097994,0.343248279,0.41306141,0.0974379279,-13.8671656,13.4348839,-40.1990542,12.4647229,0.154956159
3.37533333,0.366,0.378117519,0.0188113115,0.341248026,0.414987012,0.100428721,-14.7790951,13.7303652,-41.6901163,12.1319262,0.154298983
3.416,0.366,0.378001144,0.0201316538,0.338543827,0.41745846,0.104717947,-15.7237752,14.1877917,-43.531336,12.0837856,0.155037782
